"","param_value","pm_start_date","pm_end_date","pm_location","source","param_type","param_name","source_text","Desc","month_imputation_method"
"246",110497,"12/10/2020","07/01/2021","California","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).","digital","contacts_reached_count","110 497 CA Notify users were identified as contacts by measuring website visit activity.","Org contacted secondary case, but did not complete interview","spread_cases"
"247",446643,"12/10/2020","07/01/2021","California","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).","digital","users_with_code","For system use, 446 634 (27%) codes were claimed by CA Notify users","Number of codes claimed by exposure notification app users.  This indicates users acknowledged in the app their positive status and began the process to share this information with others.","spread_cases"
"248",76936,"11/15/2020","03/15/2021","Washington","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.","digital","users_with_code","76 936 diagnosis report started","Number of codes claimed by exposure notification app users.  This indicates users acknowledged in the app their positive status and began the process to share this information with others.","spread_cases"
"249",76936,"11/15/2020","03/15/2021","Washington","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.","digital","user_cases_notifying","71 499 diagnosis report completed","Number of cases in which users uploaded keys to notify other app users of a potential exposure.","spread_cases"
"250",68107,"12/10/2020","07/01/2021","California","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).","digital","user_cases_notifying","and 68 107 codes were used","Number of cases in which users uploaded keys to notify other app users of a potential exposure.","spread_cases"
"251",742336,"11/15/2020","03/15/2021","Washington","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.","digital","contacts_reached_count","ENs opened (Web counter hits) 1⁄4 742 336","Org contacted secondary case, but did not complete interview","spread_cases"
"252",2.44,"12/20/2020","01/31/2021","Boston University","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.","manual","contacts_named_ratio_mean","Students had a  mean (SD) of 3.18 (3.07) close contacts, and employees (faculty and staff) identified 0.82 (1.62) close  contacts each.","The ratio of number of contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ","translate"
"253",81,"03/01/2021","03/31/2021","King County","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.","manual","quarantine_adherent_perc","Compliance with isolation and quarantine Left home for nonmedical reason during isolation period. 19%","Percentage of inidividuals who didn't leave home for any nonmedical reason during isolation period","translate"
"254",1.8,"07/01/2020","06/30/2021","King County","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.","manual","contacts_named_ratio_mean","34 778/42 829 (83%)b 2.68 (2.2) 62 987  Named any nonhousehold contacts and number nonhousehold contacts named  5 569/42 900 (13%)b 0.34 (1.6) 14 398","The ratio of number of contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ","translate"
"255",81.4,"07/01/2020","06/30/2021","King County","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.","manual","contacts_named_perc_household","0.34 (1.6) 14 398","100 times the number of contacts named that are household contacts divided by overall number of contacts named","translate"
"256",127.2,"11/15/2020","03/15/2021","WA","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.","digital","contacts_reached_from_exposure_mean","5.3 days","Time to reach contact after they were exposed","translate"
"257",8473,"11/29/2020","03/13/2021","Washington","WA Notify: the planning and implementation of a Bluetooth exposure notification tool for COVID-19 pandemic response in Washington State.","digital","cases_interviewed_count","Figure 6. Number of WA Notify verification codes issued and claimed by users by week, from November 30, 2020, to the week of March 7, 2021. Automated texting of verification codes was enabled on January 11, 2021.","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"258",1900000,"12/30/2020","04/02/2021","Washington","WA Notify: the planning and implementation of a Bluetooth exposure notification tool for COVID-19 pandemic response in Washington State.","digital","num_users_count","April 2021, over 1.9 million","Number of users for app at time period, type: min, max, avg, etc","translate"
"259",55.8,"10/01/2020","05/10/2021","New York City","Contact tracing reveals community transmission of COVID-19 in New York City.","manual","contacts_infected_perc","55.8","Secondary contact confirmed infected with covid","translate"
"260",112.8,"12/10/2020","07/01/2021","California","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).","digital","contacts_reached_from_test_mean","The mean (SD) number of days from symptom onset/ positive test specimen collection date to code use (4.7 [3.4] days)","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"261",168,"12/10/2020","07/01/2021","California","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).","manual","contacts_reached_from_test_mean","s used by California’s contact tracing program (7 days).","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"262",7.9,"11/15/2020","03/15/2021","Washington","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.","digital","contacts_named_ratio_mean_cases_naming","7.9 ENs opened per diagnosis reported","The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ","translate"
"263",2,"12/10/2020","07/01/2021","California","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).","digital","contacts_named_ratio_mean_cases_naming","m generated an average of 2 exposure alerts (con","The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ","translate"
"264",13.68,"04/01/2020","01/08/2021","Oak Ridge National Laboratory","Benchmarking SARS CoV-2 Infection in the Workplace to Support Continuity of Operations.","manual","cases_positive_from_test_mean","he mean time from sample collection to test result was 0.57 days and a positive result triggered immediate deployment of the contact tracing team.","Time from providing specimen to getting in a positive result type can be added to specify med, mean, etc","translate"
"265",1146,"06/15/2020","07/12/2020","Randolph County","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_named_count","1,146 were named","Amount of contacts named by case or perc who reported contacts","spread_cases"
"266",13401,"06/01/2020","06/30/2020","Mecklenburg","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_named_count","13,401 contacts were named","Amount of contacts named by case or perc who reported contacts","spread_cases"
"267",2589,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_named_count","992 individuals with COVID-19 reported 2,584 contacts","Amount of contacts named by case or perc who reported contacts","spread_cases"
"268",2218,"10/01/2020","10/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_named_count","739 individuals with COVID-19 reported 2,218 contacts","Amount of contacts named by case or perc who reported contacts","spread_cases"
"269",64011,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"notifications_sent_count","94.3% (n = 64 011) received an automated telephone call from the Healthcare Alert Network, and 91.7% (n = 62 239) received a text message with diagnosis and self-isolation instructions from the Healthcare Alert Network.","Number of notifications sent from app at time period, type: min, max, avg, etc. Type can start with per_person or any other description that’s needed","spread_cases"
"270",206,"04/13/2020","06/08/2020","San Francisco","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.",NA,"contacts_tested_count","206 (26.0%) had at least 1","Number of contacts who eventually tested.","spread_cases"
"271",2.5,"03/11/2020","05/25/2020","DE","Declines in SARS-CoV-2 Transmission, Hospitalizations, and Mortality After Implementation of Mitigation Measures- Delaware, March-June 2020.",NA,"contacts_named_ratio_mean_cases_naming","The mean number of contacts reported per patient who reported one or more contacts was 2.5","The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ","translate"
"272",2.6,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_named_ratio_mean","mean 2.6 contacts per person","The ratio of number of contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ","translate"
"273",2,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_named_ratio_med","median 2 contacts","The ratio of number of contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ","translate"
"274",4188,"01/01/2021","07/31/2021","Members of large CA health care plan","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.",NA,"contacts_named_count_household","69.8% were family members.","Number of contacts named who live in the same household as the case naming them.","spread_cases"
"275",316645,"02/01/2021","11/30/2021","New York except NYC","Contact tracing: Characteristics of COVID-19 cases that provided contacts.",NA,"contacts_named_count","316,645","Amount of contacts named by case or perc who reported contacts","spread_cases"
"276",57.5,"02/01/2021","11/30/2021","New York except NYC","Contact tracing: Characteristics of COVID-19 cases that provided contacts.",NA,"percent_naming_contacts","(57.5%) provided at least one contact","Percent of interviewed contacts that named any number of contacts","translate"
"277",287193,"06/15/2020","08/28/2021","Maryland","A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.","manual","cases_named_contacts_count","Figure 3.","Number of cases who name at least one contact.","spread_cases"
"278",72,"09/01/2021","10/26/2021","Philadelphia","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.","manual","contacts_reached_from_test_med","3","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"279",96,"06/23/2021","08/17/2021","Philadelphia","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.","manual","contacts_reached_from_test_med","4","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"280",1307,"03/01/2020","05/31/2020","Salt Lake City","Coronavirus Disease Contact Tracing Outcomes and Cost, Salt Lake County, Utah, USA, March-May 2020.",NA,"contacts_reached_count","Of 1,499 contacts, 96 were unreachable; 89 were unreachable or did not have adequate information to trace, and 7 were out of jurisdiction and did not have final disease status.","Org contacted secondary case, but did not complete interview","spread_cases"
"281",285,"03/01/2020","05/31/2020","Salt Lake City","Coronavirus Disease Contact Tracing Outcomes and Cost, Salt Lake County, Utah, USA, March-May 2020.",NA,"contacts_infected_count","285 (19%) were confirmed","Secondary contact confirmed infected with covid","spread_cases"
"282",96,"03/01/2020","05/31/2020","Salt Lake City","Coronavirus Disease Contact Tracing Outcomes and Cost, Salt Lake County, Utah, USA, March-May 2020.",NA,"contacts_reached_from_exposure_med","First-generation contacts reported a date of last exposure as a median of 4 days (IQR 0–7 days) before the initial interview;","Time to reach contact after they were exposed","translate"
"283",71,"06/15/2020","07/12/2020","central WA","COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",NA,"cases_interviewed_perc","71% participated in an interview","Org completed index case interview. Percentage is of total cases assigned.","translate"
"284",27,"06/15/2020","07/12/2020","central WA","COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",NA,"percent_naming_contacts","(27% of those asked)","Percent of interviewed contacts that named any number of contacts","translate"
"285",968,"06/15/2020","07/12/2020","central WA","COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",NA,"cases_named_contacts_count","968 individuals with COVID-19","Number of cases who name at least one contact.","spread_cases"
"286",85,"06/15/2020","07/12/2020","central WA","COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",NA,"contacts_interviewed_perc","% participated in an interview","Org completed secondary case interview","translate"
"287",421544,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"cases_named_contacts_count","421 544 (59.3%) provided names of contacts","Number of cases who name at least one contact.","spread_cases"
"288",4.8,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"contacts_reached_from_named_med","from elicitation to first call attempt was 0.2 days, and from first call attempt to intake completion was 0.1 days","Time to reach contact after a case named them","translate"
"289",40,"06/01/2020","10/31/2020","loc_A","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","40 (100%)","Number of cases who name at least one contact.","spread_cases"
"290",382,"06/01/2020","10/31/2020","loc_B","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","382 (65%)","Number of cases who name at least one contact.","spread_cases"
"291",125,"06/01/2020","10/31/2020","loc_C","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","125 (87%)","Number of cases who name at least one contact.","spread_cases"
"292",86,"06/01/2020","10/31/2020","loc_D","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","86 (63%)","Number of cases who name at least one contact.","spread_cases"
"293",289,"06/01/2020","10/31/2020","loc_E","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","289 (44%)","Number of cases who name at least one contact.","spread_cases"
"294",358,"06/01/2020","10/31/2020","loc_F","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","358 (88%","Number of cases who name at least one contact.","spread_cases"
"295",5084,"06/01/2020","10/31/2020","loc_G","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","5,084 (87%)","Number of cases who name at least one contact.","spread_cases"
"296",2392,"06/01/2020","10/31/2020","loc_H","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","2,392 (60%)","Number of cases who name at least one contact.","spread_cases"
"297",2890,"06/01/2020","10/31/2020","loc_I","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","2,890 (52%)","Number of cases who name at least one contact.","spread_cases"
"298",68,"06/01/2020","10/31/2020","loc_J","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","68 (14%)","Number of cases who name at least one contact.","spread_cases"
"299",3651,"06/01/2020","10/31/2020","loc_K","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","3,651 (47%)","Number of cases who name at least one contact.","spread_cases"
"300",1425,"06/01/2020","10/31/2020","loc_L","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","1,425 (27%)","Number of cases who name at least one contact.","spread_cases"
"301",7284,"06/01/2020","10/31/2020","loc_M","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","7,284 (71%)","Number of cases who name at least one contact.","spread_cases"
"302",631,"06/01/2020","10/31/2020","loc_N","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","631 (7%)","Number of cases who name at least one contact.","spread_cases"
"303",24705,"06/01/2020","10/31/2020","across US","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_named_contacts_count","24,705 (33%)","Number of cases who name at least one contact.","spread_cases"
"304",144,"06/01/2020","06/30/2020","Mecklenburg","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_reached_from_test_med","6","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"305",144,"06/15/2020","07/12/2020","Randolph County","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_reached_from_test_med","6","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"306",2890,"06/01/2020","06/30/2020","Mecklenburg","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"cases_named_contacts_count","2,624 (48%) reported no contacts","Number of cases who name at least one contact.","spread_cases"
"307",10070,"06/01/2020","06/30/2020","Mecklenburg","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_reached_count","An additional 255 (2%) contacts were reached and counseled to quarantine but declined monitoring by the health department.","Org contacted secondary case, but did not complete interview","spread_cases"
"308",137,"06/01/2020","06/30/2020","Mecklenburg","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_infected_count",", 137 contacts had laboratory-confirmed COVID-19","Secondary contact confirmed infected with covid","spread_cases"
"309",382,"06/15/2020","07/12/2020","Randolph County","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"cases_named_contacts_count","202 (35%) reported no contacts","Number of cases who name at least one contact.","spread_cases"
"310",602,"06/15/2020","07/12/2020","Randolph County","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_reached_count","An additional 50 (4%) contacts were reached and counseled to quarantine but declined monitoring by the health department.","Org contacted secondary case, but did not complete interview","spread_cases"
"311",69,"06/15/2020","07/12/2020","Randolph County","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",NA,"contacts_infected_count","A total of 293 (53%) contacts who started quarantine received a SARS-CoV-2 test during follow-up; 69 (24%) results were positive.","Secondary contact confirmed infected with covid","spread_cases"
"312",1639,"10/01/2020","10/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"cases_interviewed_count","1,639","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"313",3000,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"cases_interviewed_count","3,000","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"314",992,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"cases_named_contacts_count","992","Number of cases who name at least one contact.","spread_cases"
"315",730,"10/01/2020","10/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"cases_named_contacts_count","739","Number of cases who name at least one contact.","spread_cases"
"316",2212,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_interviewed_count","2,212","Org completed secondary case interview","spread_cases"
"317",1730,"10/01/2020","10/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_interviewed_count","1,730","Org completed secondary case interview","spread_cases"
"318",2289,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_reached_count","77","Org contacted secondary case, but did not complete interview","spread_cases"
"319",1808,"10/01/2020","10/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_reached_count","78","Org contacted secondary case, but did not complete interview","spread_cases"
"320",3567,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"cases_reached_count","567","Org contacted index case, but did not complete interview","spread_cases"
"321",1792,"10/01/2020","10/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"cases_reached_count","153","Org contacted index case, but did not complete interview","spread_cases"
"322",2060,"08/01/2020","08/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_named_count_household","2,060","Number of contacts named who live in the same household as the case naming them.","spread_cases"
"323",2060,"10/01/2020","10/31/2020","WA","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.",NA,"contacts_named_count_household","1,649","Number of contacts named who live in the same household as the case naming them.","spread_cases"
"324",166.8,"08/01/2020","08/31/2020","Alaska","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.","manual","cases_reached_from_exposure_mean","6.95","Time from exposure to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"325",168,"10/01/2020","10/31/2020","Alaska","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.","manual","cases_reached_from_exposure_mean","7.00","Time from exposure to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"326",172.8,"03/01/2021","03/31/2021","Alaska","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.","manual","cases_reached_from_exposure_mean","7.20","Time from exposure to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"327",150,"07/01/2021","07/31/2021","Alaska","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.","manual","cases_reached_from_exposure_mean","6.25","Time from exposure to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"328",5499,"08/17/2020","12/31/2020","New York City communities with higher than average COVID-19 incidence rates","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.",NA,"cases_named_contacts_count","5499","Number of cases who name at least one contact.","spread_cases"
"329",66,"10/11/2020","11/14/2020","Fulton County","Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020.",NA,"contacts_infected_count","66","Secondary contact confirmed infected with covid","spread_cases"
"330",597,"10/11/2020","11/14/2020","Fulton County","Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020.",NA,"cases_named_contacts_count","597","Number of cases who name at least one contact.","spread_cases"
"331",1690,"05/01/2020","09/30/2020","Fulton County","Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020.",NA,"cases_named_contacts_count","14% (1690/12 068) of those interviewed provided close contact information.","Number of cases who name at least one contact.","spread_cases"
"332",2264,"01/01/2021","07/31/2021","Members of large CA health care plan","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.",NA,"cases_named_contacts_count","2264","Number of cases who name at least one contact.","spread_cases"
"333",6723,"01/01/2021","07/31/2021","Members of large CA health care plan","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.",NA,"cases_reached_count","6.0% were refused interviews","Org contacted index case, but did not complete interview","spread_cases"
"334",6161,"01/01/2021","07/31/2021","Members of large CA health care plan","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.",NA,"cases_interviewed_count","two-thirds (65.6%) of eligible records were completed interviews","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"335",600,"01/01/2021","07/31/2021","Members of large CA health care plan","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.",NA,"staff_hired_count","Tracing Health had hired more than 400 CI/CTs by mid-December 2020, reaching more than 600 by early June 2021.","Number of reported staff hired.  Type can be a count, per population or per (daily?) incidence.","translate"
"336",1137,"03/11/2020","05/25/2020","DE","Declines in SARS-CoV-2 Transmission, Hospitalizations, and Mortality After Implementation of Mitigation Measures- Delaware, March-June 2020.",NA,"cases_named_contacts_count","Among 6,527 interviewed patients with laboratory-confirmed COVID-19, 5,390 (83%) either refused to name contacts or could not recall contacts.","Number of cases who name at least one contact.","spread_cases"
"337",2834,"03/11/2020","05/25/2020","DE","Declines in SARS-CoV-2 Transmission, Hospitalizations, and Mortality After Implementation of Mitigation Measures- Delaware, March-June 2020.",NA,"contacts_named_count","2,834 contacts reported","Amount of contacts named by case or perc who reported contacts","spread_cases"
"338",51522,"06/30/2020","07/30/2020","Maricopa","Using Automation, Prioritization, and Collaboration to Manage a COVID-19 Case Surge in Maricopa County, Arizona, 2020.",NA,"cases_reached_count","51 522 (88%) text message notifications were received (median [IQR], 1534 [1265-179] per day)","Org contacted index case, but did not complete interview","spread_cases"
"339",13117,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"contacts_interviewed_count","13 117","Org completed secondary case interview","spread_cases"
"340",0,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"contacts_reached_from_named_med",NA,"Time to reach contact after a case named them","translate"
"341",96,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"cases_reached_from_test_med","4","Time from test (providing specimen) to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"342",65470,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"cases_assigned_count","65 470","Initial set of possible cases assigned to org","spread_cases"
"343",2412,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"cases_not_assigned_count","67 882 confirmed COVID-19 cases reported to CDPH from December 27, 2020, through April 24, 2021,","Initial set of possible cases not assigned to org","spread_cases"
"344",24450,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"cases_interviewed_count","24 450","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"345",800,"12/27/2020","04/24/2021","Chicago","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.",NA,"staff_hired_count","CDPH partnered with HCFs and CBOs to develop a team of approximately 800 case investigators and contact tracers citywide","Number of reported staff hired.  Type can be a count, per population or per (daily?) incidence.","translate"
"346",9242,"09/26/2021","11/20/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"cases_named_contacts_count","84%","Number of cases who name at least one contact.","spread_cases"
"347",11003,"09/26/2021","11/20/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"cases_interviewed_count","78%","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"348",5246,"08/01/2021","09/25/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"cases_named_contacts_count","80%","Number of cases who name at least one contact.","spread_cases"
"349",6558,"08/01/2021","09/25/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"cases_interviewed_count","83%","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"350",4959,"11/25/2020","01/19/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"cases_named_contacts_count","90%","Number of cases who name at least one contact.","spread_cases"
"351",5510,"11/25/2020","01/19/2021","VT","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.",NA,"cases_interviewed_count","84%","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"352",144,"04/13/2020","06/08/2020","San Francisco","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.",NA,"contacts_reached_from_test_med","median (IQR) time from the case’s symptoms to contact notification and testing was 6 (4-9) days and 6 (4-10) days, respectively.","Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc","translate"
"353",48,"04/13/2020","06/08/2020","San Francisco","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.",NA,"cases_positive_from_test_med","to testing, 2 (1-2) from testing to test result,","Time from providing specimen to getting in a positive result type can be added to specify med, mean, etc","translate"
"354",404,"04/13/2020","06/08/2020","San Francisco","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.",NA,"cases_named_contacts_count","Among 791 people interviewed after recommending universal testing for close contacts, 404 (51.1%) identified a contact not previously diagnosed with COVID-19","Number of cases who name at least one contact.","spread_cases"
"355",2500,"06/01/2020","12/31/2021","New York","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.",NA,"staff_hired_count","2500 people in 28  days for the Trace pillar alone in order to launch the program by June 1, 2020.","Number of reported staff hired.  Type can be a count, per population or per (daily?) incidence.","translate"
"356",24,"06/01/2020","12/31/2021","New York","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.",NA,"cases_positive_from_test_med","1 day for lab results","Time from providing specimen to getting in a positive result type can be added to specify med, mean, etc","translate"
