pm_start_date,pm_end_date,pm_location,source,param_name,Desc,param_type,month_imputation_method,param_value
06/01/2020,06/30/2020,loc_G,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,744.2352725829486
06/01/2020,06/30/2020,loc_H,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,569.7403809826124
06/01/2020,06/30/2020,loc_H,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,443.6291820468111
06/01/2020,06/30/2020,loc_H,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,267.9022982721464
06/01/2020,06/30/2020,loc_H,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,679.6116830749935
06/01/2020,06/30/2020,loc_H,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,615.884087875641
06/01/2020,06/30/2020,loc_I,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,796.9869375019206
06/01/2020,06/30/2020,loc_I,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,617.5640772042706
06/01/2020,06/30/2020,loc_I,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,323.6779439826518
06/01/2020,06/30/2020,loc_I,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,1500.9024661977567
06/01/2020,06/30/2020,loc_I,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,1127.8328359533923
06/01/2020,06/30/2020,loc_J,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,55.215649267628834
06/01/2020,06/30/2020,loc_J,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,41.32773748429014
06/01/2020,06/30/2020,loc_J,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,7.615951623121219
06/01/2020,06/30/2020,loc_J,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,19.375876923528985
06/01/2020,06/30/2020,loc_J,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,17.359889729173368
06/01/2020,06/30/2020,loc_K,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,1183.048485221021
06/01/2020,06/30/2020,loc_K,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,875.8344366589403
06/01/2020,06/30/2020,loc_K,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,408.9094025884643
06/01/2020,06/30/2020,loc_K,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,1295.719769527785
06/01/2020,06/30/2020,loc_K,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,758.5711815205884
06/01/2020,06/30/2020,loc_L,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,1204.7763472046317
06/01/2020,06/30/2020,loc_L,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,585.5322806717314
06/01/2020,06/30/2020,loc_L,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,159.5989862198197
06/01/2020,06/30/2020,loc_L,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,318.9739738624887
06/01/2020,06/30/2020,loc_L,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,277.086239935322
06/01/2020,06/30/2020,loc_M,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,2467.568325891275
06/01/2020,06/30/2020,loc_M,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,1152.472679439961
06/01/2020,06/30/2020,loc_M,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,815.8028179825731
06/01/2020,06/30/2020,loc_M,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,2709.262790636799
06/01/2020,06/30/2020,loc_M,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,2005.7952590952636
06/01/2020,06/30/2020,loc_N,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,1006.5376064263295
06/01/2020,06/30/2020,loc_N,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,331.74189276007434
06/01/2020,06/30/2020,loc_N,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,70.6715510910219
06/01/2020,06/30/2020,loc_N,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,168.78292788299527
06/01/2020,06/30/2020,loc_N,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,91.39141947745462
07/01/2020,07/31/2020,Fulton County,"Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,9463.821828284166
07/01/2020,07/31/2020,Fulton County,"Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,4258.843339066015
07/01/2020,07/31/2020,Fulton County,"Implementation of close contact elicitation at the time of COVID-19 testing-Atlanta, GA, October-November 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,596.4074613044055
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",cases_assigned_count,Initial set of possible cases assigned to org,manual,spread_cases,2955.3816940060756
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,manual,spread_cases,2423.4163784785183
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",cases_interviewed_perc,Org completed index case interview. Percentage is of total cases assigned.,manual,translate,87
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",cases_reached_from_symptom_mean,"Time from symptom to getting in touch with primary case, type can be added to specify med, mean, etc",manual,translate,146.4
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",cases_reached_from_test_mean,"Time from test (providing specimen) to getting in touch with primary case, type can be added to specify med, mean, etc",manual,translate,81.6
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",contacts_named_perc_household,100 times the number of contacts named that are household contacts divided by overall number of contacts named,manual,translate,81.4
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",contacts_named_ratio_mean,The ratio of number of contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ,manual,translate,1.8
07/01/2020,07/31/2020,King County,"A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.",contacts_named_ratio_mean_cases_naming,The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ,manual,translate,2.68
07/01/2020,07/31/2020,Maricopa,"Using Automation, Prioritization, and Collaboration to Manage a COVID-19 Case Surge in Maricopa County, Arizona, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,58570
07/01/2020,07/31/2020,Maricopa,"Using Automation, Prioritization, and Collaboration to Manage a COVID-19 Case Surge in Maricopa County, Arizona, 2020.",cases_reached_count,"Org contacted index case, but did not complete interview",NA,spread_cases,51522
07/01/2020,07/31/2020,Maricopa,"Using Automation, Prioritization, and Collaboration to Manage a COVID-19 Case Surge in Maricopa County, Arizona, 2020.",cases_reached_from_positive_max,"Time from the health department getting the positive test result to getting in touch with primary case. type can be added to specify med, mean, etc",NA,translate,24
07/01/2020,07/31/2020,Maricopa,"Using Automation, Prioritization, and Collaboration to Manage a COVID-19 Case Surge in Maricopa County, Arizona, 2020.",hr_hours,Human hours,NA,spread_even,550
07/01/2020,07/31/2020,Maryland,A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.,cases_assigned_count,Initial set of possible cases assigned to org,manual,spread_cases,23665.16738858675
07/01/2020,07/31/2020,Maryland,A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.,cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,manual,spread_cases,16719.293498950097
07/01/2020,07/31/2020,Maryland,A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.,cases_named_contacts_count,Number of cases who name at least one contact.,manual,spread_cases,13627.3089087286
07/01/2020,07/31/2020,Maryland,A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.,cases_reached_count,"Org contacted index case, but did not complete interview",manual,spread_cases,18697.38925263169
07/01/2020,07/31/2020,Maryland,A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.,contacts_assigned_count,Initial set of possible contacts assigned to org,manual,spread_cases,25206.43840833069
07/01/2020,07/31/2020,Maryland,A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.,contacts_interviewed_count,Org completed secondary case interview,manual,spread_cases,15011.425516262952
07/01/2020,07/31/2020,Maryland,A State Health Department and Health Information Exchange Partnership: An Effective Collaboration for a Data-Driven Response for COVID-19 Contact Tracing  in Maryland.,contacts_reached_count,"Org contacted secondary case, but did not complete interview",manual,spread_cases,17349.66679792486
07/01/2020,07/31/2020,Michigan,Centralized COVID-19 Contact Tracing in a Home-Rule State.,contacts_assigned_count,Initial set of possible contacts assigned to org,manual,spread_cases,9058.490060887529
07/01/2020,07/31/2020,Michigan,Centralized COVID-19 Contact Tracing in a Home-Rule State.,contacts_infected_count,Secondary contact confirmed infected with covid,manual,spread_cases,426.8546591537056
07/01/2020,07/31/2020,Michigan,Centralized COVID-19 Contact Tracing in a Home-Rule State.,contacts_interviewed_count,Org completed secondary case interview,manual,spread_cases,5646.943217347438
07/01/2020,07/31/2020,Michigan,Centralized COVID-19 Contact Tracing in a Home-Rule State.,contacts_tested_count,Number of contacts who eventually tested.,manual,spread_cases,2281.022268292427
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,9520.347480758794
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,manual,spread_cases,9330.288516258432
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,3545.50871697224
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,cases_positive_from_test_med,"Time from providing specimen to getting in a positive result type can be added to specify med, mean, etc",NA,translate,24
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,cases_reached_from_positive_med,"Time from the health department getting the positive test result to getting in touch with primary case. type can be added to specify med, mean, etc",NA,translate,48
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,cases_reached_perc,"Org contacted index case, but did not complete interview",NA,translate,89
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,contacts_reached_from_named_med,Time to reach contact after a case named them,NA,translate,5.76
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,percent_naming_contacts,Percent of interviewed contacts that named any number of contacts,NA,translate,38
07/01/2020,07/31/2020,New York,Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.,staff_hired_count,"Number of reported staff hired.  Type can be a count, per population or per (daily?) incidence.",NA,translate,2500
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,8527.912800348828
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,6446.708230830255
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,3820.145343701612
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",cases_reached_count,"Org contacted index case, but did not complete interview",NA,spread_cases,7620.661811616929
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",cases_reached_from_symptom_med,"Time from symptom to getting in touch with primary case, type can be added to specify med, mean, etc",NA,translate,112.8
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",cases_reached_from_test_med,"Time from test (providing specimen) to getting in touch with primary case, type can be added to specify med, mean, etc",NA,translate,62.4
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",cases_test_from_symptom_med,"Time from becoming symptomatic to  testing (providing specimen). Type can be added to specify med, mean, etc",NA,translate,48
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",contacts_interviewed_count,Org completed secondary case interview,NA,spread_cases,5350.037684533663
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,11043.734753909366
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",contacts_named_ratio_med,The ratio of number of contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ,NA,translate,1.4
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,8200.692372421072
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",contacts_reached_from_named_med,Time to reach contact after a case named them,NA,translate,4.8
07/01/2020,07/31/2020,New York City,"COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",monetary_cost,"cost to public health budget This could also be cost per index case, cost per close contact, cost per interviewed case (to delineate the difference in cost when they were unsuccessful? re: HIV costing paper)",NA,spread_even,35294117.64705882
07/01/2020,07/31/2020,New York City,"Community-Based Workforce for COVID-19 Contact Tracing and Prevention Activities in New York City, July-December 2020.",cases_assigned_count,Initial set of possible cases assigned to org,manual,spread_cases,2235.90911882388
07/01/2020,07/31/2020,New York City,"Community-Based Workforce for COVID-19 Contact Tracing and Prevention Activities in New York City, July-December 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,manual,spread_cases,1312.4964070541596
07/01/2020,07/31/2020,New York City,"Community-Based Workforce for COVID-19 Contact Tracing and Prevention Activities in New York City, July-December 2020.",cases_reached_count,"Org contacted index case, but did not complete interview",manual,spread_cases,1988.6237654009904
07/01/2020,07/31/2020,New York City,"Community-Based Workforce for COVID-19 Contact Tracing and Prevention Activities in New York City, July-December 2020.",contacts_assigned_count,Initial set of possible contacts assigned to org,manual,spread_cases,1445.9842233853622
07/01/2020,07/31/2020,New York City,"Community-Based Workforce for COVID-19 Contact Tracing and Prevention Activities in New York City, July-December 2020.",contacts_interviewed_count,Org completed secondary case interview,manual,spread_cases,826.4487107664927
07/01/2020,07/31/2020,New York City,"Community-Based Workforce for COVID-19 Contact Tracing and Prevention Activities in New York City, July-December 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",manual,spread_cases,1164.0165915417906
07/01/2020,07/31/2020,Oak Ridge National Laboratory,Benchmarking SARS CoV-2 Infection in the Workplace to Support Continuity of Operations.,cases_positive_from_test_mean,"Time from providing specimen to getting in a positive result type can be added to specify med, mean, etc",manual,translate,13.68
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,285.18062120301204
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,282.7597330773498
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,184.95585280059524
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",cases_positive_from_test_med,"Time from providing specimen to getting in a positive result type can be added to specify med, mean, etc",NA,translate,72
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",cases_reached_from_test_med,"Time from test (providing specimen) to getting in touch with primary case, type can be added to specify med, mean, etc",NA,translate,72
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",contacts_infected_count,Secondary contact confirmed infected with covid,NA,spread_cases,33.40825613413893
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",contacts_interviewed_count,Org completed secondary case interview,NA,spread_cases,267.26604907311145
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,554.8675584017857
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",contacts_named_ratio_mean_cases_naming,The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ,NA,translate,3
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,291.4749303297338
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",contacts_reached_from_named_med,Time to reach contact after a case named them,NA,translate,72
07/01/2020,07/31/2020,Randolph County,"COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.",contacts_reached_from_test_med,"Time from test (providing specimen) to getting in touch with contact. Type can be added to specify med, mean, etc",NA,translate,144
07/01/2020,07/31/2020,San Fransico,"Assessing Testing Strategies and Duration of Quarantine in Contact Tracing for SARS-CoV-2: A Retrospective Study of San Francisco's COVID-19 Contact Tracing  Program, June-August 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,manual,spread_cases,1145.1131838139434
07/01/2020,07/31/2020,San Fransico,"Assessing Testing Strategies and Duration of Quarantine in Contact Tracing for SARS-CoV-2: A Retrospective Study of San Francisco's COVID-19 Contact Tracing  Program, June-August 2020.",contacts_infected_count,Secondary contact confirmed infected with covid,manual,spread_cases,402.11476526586995
07/01/2020,07/31/2020,San Fransico,"Assessing Testing Strategies and Duration of Quarantine in Contact Tracing for SARS-CoV-2: A Retrospective Study of San Francisco's COVID-19 Contact Tracing  Program, June-August 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,manual,spread_cases,3173.9649540190144
07/01/2020,07/31/2020,San Fransico,"Assessing Testing Strategies and Duration of Quarantine in Contact Tracing for SARS-CoV-2: A Retrospective Study of San Francisco's COVID-19 Contact Tracing  Program, June-August 2020.",contacts_tested_count,Number of contacts who eventually tested.,manual,spread_cases,1374.5013794542465
07/01/2020,07/31/2020,United States*,A Patient-Initiated Digital COVID-19 Contact Notification Tool (TellYourContacts): Evaluation Study.,contacts_named_count,Amount of contacts named by case or perc who reported contacts,digital,spread_cases,926.6209334882294
07/01/2020,07/31/2020,United States*,A Patient-Initiated Digital COVID-19 Contact Notification Tool (TellYourContacts): Evaluation Study.,contacts_named_ratio_mean_cases_naming,The ratio of number of contacts named through case investigations over the number of cases interviewed that reported one or more contacts.  Means and medians are taken with respect to cases. ,digital,translate,1.33
07/01/2020,07/31/2020,United States*,A Patient-Initiated Digital COVID-19 Contact Notification Tool (TellYourContacts): Evaluation Study.,contacts_reached_count,"Org contacted secondary case, but did not complete interview",digital,spread_cases,926.6209334882294
07/01/2020,07/31/2020,across US,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,18740.74531686062
07/01/2020,07/31/2020,across US,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,11097.926568915602
07/01/2020,07/31/2020,across US,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,6241.020597870751
07/01/2020,07/31/2020,across US,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,18905.959948352523
07/01/2020,07/31/2020,across US,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,13468.276549479102
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,2626.1765315575612
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,1861.0202250901189
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",cases_interviewed_perc,Org completed index case interview. Percentage is of total cases assigned.,NA,translate,71
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,509.75313465965905
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",cases_reached_count,"Org contacted index case, but did not complete interview",NA,spread_cases,2103.2582849490477
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",contacts_interviewed_count,Org completed secondary case interview,NA,spread_cases,1022.139291709089
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",contacts_interviewed_perc,Org completed secondary case interview,NA,translate,85
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,1207.504067948965
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",contacts_named_count_household,Number of contacts named who live in the same household as the case naming them.,NA,spread_cases,947.3614558395936
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",contacts_named_ratio_mean,The ratio of number of contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ,NA,translate,2.4
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",contacts_named_ratio_mean_household,The ratio of number of household contacts named through case investigations over the number of cases interviewed.  Means and medians are taken with respect to cases. ,NA,translate,1.9
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,1054.2621648642948
07/01/2020,07/31/2020,central WA,"COVID-19 Case Investigation and Contact Tracing in Central Washington State, June-July 2020.",percent_naming_contacts,Percent of interviewed contacts that named any number of contacts,NA,translate,27
07/01/2020,07/31/2020,loc_A,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_assigned_count,Initial set of possible cases assigned to org,NA,spread_cases,10.104870427639343
07/01/2020,07/31/2020,loc_A,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_interviewed_count,Org completed index case interview. Percentage is of total cases assigned.,NA,spread_cases,10.104870427639343
07/01/2020,07/31/2020,loc_A,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",cases_named_contacts_count,Number of cases who name at least one contact.,NA,spread_cases,10.104870427639343
07/01/2020,07/31/2020,loc_A,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_named_count,Amount of contacts named by case or perc who reported contacts,NA,spread_cases,29.556746000845084
07/01/2020,07/31/2020,loc_A,"COVID-19 Case Investigation and Contact Tracing in the US, 2020.",contacts_reached_count,"Org contacted secondary case, but did not complete interview",NA,spread_cases,15.662549162840984
