param_name,param_value,pm_location,source,pm_start_date,pm_end_date,param_type
cases_were_contacts_count,70464,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",07/01/2021,08/01/2021,manual
cases_were_contacts_count,176781,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",08/01/2021,09/01/2021,manual
cases_were_contacts_count,157856,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",09/01/2021,10/01/2021,manual
cases_were_contacts_count,122715,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",10/01/2021,11/01/2021,manual
cases_were_contacts_count,148126,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2021,12/01/2021,manual
cases_were_contacts_count,179402,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2021,01/01/2022,manual
contacts_tested_count,437285,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
contacts_tested_count,512570,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
contacts_tested_count,445689,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
contacts_tested_count,262967,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
contacts_tested_count,226052,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
contacts_tested_count,263113,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",04/01/2021,05/01/2021,manual
contacts_tested_count,148570,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",05/01/2021,06/01/2021,manual
contacts_tested_count,48560,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",06/01/2021,07/01/2021,manual
contacts_tested_count,90138,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",07/01/2021,08/01/2021,manual
contacts_tested_count,240374,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",08/01/2021,09/01/2021,manual
contacts_tested_count,260207,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",09/01/2021,10/01/2021,manual
contacts_tested_count,217747,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",10/01/2021,11/01/2021,manual
contacts_tested_count,216154,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2021,12/01/2021,manual
contacts_tested_count,249420,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2021,01/01/2022,manual
hd_cases_interviewed_perc_mean,54.1,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_interviewed_perc_hdcount,53,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_interviewed_perc_median,61.9,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_percent_naming_contcts_mean,53.9,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_percent_naming_contcts_hdcount,45,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_percent_naming_contcts_median,53.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_named_ratio_mean_mean,1.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_named_ratio_mean_hdcount,52,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_named_ratio_mean_median,1.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_named_ratio_mean_cases_naming_mean,2.9,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_named_ratio_mean_cases_naming_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_named_ratio_mean_cases_naming_median,2.6,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_reached_perc_mean,58.8,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_reached_perc_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_reached_perc_median,64.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_test_from_notified_mean,31.1,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_test_from_notified_hdcount,40,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_test_from_notified_median,29.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_was_contacts_perc_mean,11,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_was_contacts_perc_hdcount,44,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_was_contacts_perc_median,5.6,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_positive_from_test_mean_mean,60,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_positive_from_test_mean_hdcount,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_positive_from_test_mean_median,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_reached_from_positive_mean_mean,64.80000000000001,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_reached_from_positive_mean_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_reached_from_positive_mean_median,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_reached_from_named_mean_mean,31.200000000000003,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_reached_from_named_mean_hdcount,43,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_contacts_reached_from_named_mean_median,NA,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",11/01/2020,12/01/2020,manual
hd_cases_interviewed_perc_mean,50.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_interviewed_perc_hdcount,51,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_interviewed_perc_median,53.9,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_percent_naming_contcts_mean,50.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_percent_naming_contcts_hdcount,46,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_percent_naming_contcts_median,50,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_named_ratio_mean_mean,1.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_named_ratio_mean_hdcount,50,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_named_ratio_mean_median,1.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_mean,2.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_hdcount,46,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_median,2.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_reached_perc_mean,52.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_reached_perc_hdcount,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_reached_perc_median,58.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_test_from_notified_mean,35.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_test_from_notified_hdcount,40,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_test_from_notified_median,33.8,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_was_contacts_perc_mean,9.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_was_contacts_perc_hdcount,45,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_was_contacts_perc_median,5.1,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_positive_from_test_mean_mean,52.800000000000004,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_positive_from_test_mean_hdcount,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_positive_from_test_mean_median,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_reached_from_positive_mean_mean,52.800000000000004,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_reached_from_positive_mean_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_reached_from_positive_mean_median,24,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_reached_from_named_mean_mean,33.599999999999994,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_reached_from_named_mean_hdcount,44,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_contacts_reached_from_named_mean_median,NA,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",12/01/2020,01/01/2021,manual
hd_cases_interviewed_perc_mean,52.9,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_interviewed_perc_hdcount,53,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_interviewed_perc_median,54.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_percent_naming_contcts_mean,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_percent_naming_contcts_hdcount,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_percent_naming_contcts_median,45.9,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_named_ratio_mean_mean,1.1,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_named_ratio_mean_hdcount,53,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_named_ratio_mean_median,1,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_mean,2.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_hdcount,50,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_median,2.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_reached_perc_mean,53.1,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_reached_perc_hdcount,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_reached_perc_median,54.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_test_from_notified_mean,36.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_test_from_notified_hdcount,42,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_test_from_notified_median,30,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_was_contacts_perc_mean,7.7,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_was_contacts_perc_hdcount,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_was_contacts_perc_median,5.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_positive_from_test_mean_mean,52.800000000000004,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_positive_from_test_mean_hdcount,52,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_positive_from_test_mean_median,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_reached_from_positive_mean_mean,55.199999999999996,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_reached_from_positive_mean_hdcount,51,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_reached_from_positive_mean_median,24,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_reached_from_named_mean_mean,40.8,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_reached_from_named_mean_hdcount,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_contacts_reached_from_named_mean_median,NA,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",01/01/2021,02/01/2021,manual
hd_cases_interviewed_perc_mean,60.8,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_interviewed_perc_hdcount,53,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_interviewed_perc_median,66.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_percent_naming_contcts_mean,49.7,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_percent_naming_contcts_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_percent_naming_contcts_median,47.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_named_ratio_mean_mean,1.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_named_ratio_mean_hdcount,52,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_named_ratio_mean_median,1.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_mean,2.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_hdcount,49,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_median,2.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_reached_perc_mean,58.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_reached_perc_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_reached_perc_median,64,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_test_from_notified_mean,30.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_test_from_notified_hdcount,39,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_test_from_notified_median,21.4,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_was_contacts_perc_mean,9.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_was_contacts_perc_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_was_contacts_perc_median,6.6,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_positive_from_test_mean_mean,38.400000000000006,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_positive_from_test_mean_hdcount,53,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_positive_from_test_mean_median,38.400000000000006,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_reached_from_positive_mean_mean,28.799999999999997,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_reached_from_positive_mean_hdcount,51,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_reached_from_positive_mean_median,24,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_reached_from_named_mean_mean,48,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_reached_from_named_mean_hdcount,47,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_contacts_reached_from_named_mean_median,NA,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",02/01/2021,03/01/2021,manual
hd_cases_interviewed_perc_mean,61.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_cases_interviewed_perc_hdcount,53,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_cases_interviewed_perc_median,66.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_percent_naming_contcts_mean,51.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_percent_naming_contcts_hdcount,50,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_percent_naming_contcts_median,48.5,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_contacts_named_ratio_mean_mean,1.3,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_contacts_named_ratio_mean_hdcount,52,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_contacts_named_ratio_mean_median,1.2,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_mean,2.7,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
hd_contacts_named_ratio_mean_cases_naming_hdcount,49,64 HD accross US and collonies,"Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.",03/01/2021,04/01/2021,manual
