"periods","param_value","pm_start_date","metric","source","param_name","hd_summary","impt_type","df_type","nrows","pm_location","date","cases_interviewed","contacts_interviewed","digital","comb_loc_date","impt_type_alpha","count","impt_median","impt_count","metric_color","month_year","incl"
"C",55.2,2021-01-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2021-01-01,2681000,943778.502148795,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,2681000,922639,FALSE,"mean",2021-01-01,1
"D",40.8,2021-01-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2021-01-01,2681000,943778.502148795,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,943778.502148795,394817.821970887,FALSE,"mean",2021-01-01,1
"B",48,2021-01-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2021-01-01,2681000,943778.502148795,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,2681000,120988.5,FALSE,"med",2021-01-01,1
"C",24,2021-01-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2021-01-01,2681000,943778.502148795,"manual","(manual) 64 HD accross US and collonies, 2021-01-01",0,2681000,120988.5,FALSE,"med",2021-01-01,1
"C",35.3,2021-01-01,"med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","cases_reached_from_positive_med",NA,"reported","outer_abs",NA,"Members of large CA health care plan",2021-01-01,6161,NA,"manual","(manual) Members of large CA health care plan, 2021-01-01",0,6161,120988.5,FALSE,"med",2021-01-01,1
"D",0,2020-12-27,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","contacts_reached_from_named_med",NA,"reported","outer_abs",NA,"Chicago",2020-12-27,24450,13117,"manual","(manual) Chicago, 2020-12-27",0,13117,186990.652280048,FALSE,"med",2020-12-01,1
"B",48.3429775556995,2020-12-27,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","outer_abs",NA,"Chicago",2020-12-27,24450,13117,"manual","(manual) Chicago, 2020-12-27",0.1,24450,120988.5,FALSE,"med",2020-12-01,1
"C",47.6570224443005,2020-12-27,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","cases_reached_from_test_med",NA,"inner","outer_abs",NA,"Chicago",2020-12-27,24450,13117,"manual","(manual) Chicago, 2020-12-27",0.1,24450,120988.5,FALSE,"med",2020-12-01,1
"B",48,2020-12-23,"med","A Web-Based Digital Contact Tracing Strategy Addresses Stigma Concerns Among Individuals Evaluated for COVID-19.%%%United States%%%manual","cases_positive_from_test_med",NA,"reported","outer_abs",NA,"United States",2020-12-23,NA,NA,"manual","(manual) United States, 2020-12-23",0,120988.5,120988.5,TRUE,"imputed",2020-12-01,0
"C",48,2020-12-23,"med","A Web-Based Digital Contact Tracing Strategy Addresses Stigma Concerns Among Individuals Evaluated for COVID-19.%%%United States%%%manual","cases_reached_from_positive_med",NA,"reported","outer_abs",NA,"United States",2020-12-23,NA,NA,"manual","(manual) United States, 2020-12-23",0,120988.5,120988.5,TRUE,"imputed",2020-12-01,0
"C",4.45447954491622,2020-12-20,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA,"Boston University",2020-12-20,719,837,"manual","(manual) Boston University, 2020-12-20",0.1,719,922639,FALSE,"mean",2020-12-01,1
"D",1.94552045508378,2020-12-20,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA,"Boston University",2020-12-20,719,837,"manual","(manual) Boston University, 2020-12-20",0.1,837,394817.821970887,FALSE,"mean",2020-12-01,1
"B",46.6816056089187,2020-12-10,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","contacts_reached_from_test_mean",NA,"inner","outer_abs",NA,"California",2020-12-10,68107,72497.4074041183,"digital","(digital) California, 2020-12-10",0.1,68107,922639,FALSE,"mean",2020-12-01,1
"C",46.0192242746524,2020-12-10,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","contacts_reached_from_test_mean",NA,"inner","outer_abs",NA,"California",2020-12-10,68107,72497.4074041183,"digital","(digital) California, 2020-12-10",0.1,68107,922639,FALSE,"mean",2020-12-01,1
"D",20.0991701164289,2020-12-10,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","contacts_reached_from_test_mean",NA,"inner","outer_abs",NA,"California",2020-12-10,68107,72497.4074041183,"digital","(digital) California, 2020-12-10",0.1,72497.4074041183,394817.821970887,FALSE,"mean",2020-12-01,1
"B",69.5257955877513,2020-12-10,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","contacts_reached_from_test_mean",NA,"inner","outer_abs",NA,"California",2020-12-10,NA,NA,"manual","(manual) California, 2020-12-10",0.1,922639,922639,TRUE,"imputed",2020-12-01,0
"C",68.5392701962907,2020-12-10,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","contacts_reached_from_test_mean",NA,"inner","outer_abs",NA,"California",2020-12-10,NA,NA,"manual","(manual) California, 2020-12-10",0.1,922639,922639,TRUE,"imputed",2020-12-01,0
"D",29.934934215958,2020-12-10,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","contacts_reached_from_test_mean",NA,"inner","outer_abs",NA,"California",2020-12-10,NA,NA,"manual","(manual) California, 2020-12-10",0.1,394817.821970887,394817.821970887,TRUE,"imputed",2020-12-01,0
"B",52.8,2020-12-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-12-01,2573653,929503.014214292,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,922639,FALSE,"mean",2020-12-01,1
"C",52.8,2020-12-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-12-01,2573653,929503.014214292,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,922639,FALSE,"mean",2020-12-01,1
"D",33.6,2020-12-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-12-01,2573653,929503.014214292,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,929503.014214292,394817.821970887,FALSE,"mean",2020-12-01,1
"B",48,2020-12-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-12-01,2573653,929503.014214292,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,120988.5,FALSE,"med",2020-12-01,1
"C",24,2020-12-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-12-01,2573653,929503.014214292,"manual","(manual) 64 HD accross US and collonies, 2020-12-01",0,2573653,120988.5,FALSE,"med",2020-12-01,1
"C",3.75846711602306,2020-12-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA,"Boston University",2020-12-01,NA,NA,"manual","(manual) Boston University, 2020-12-01",0.1,922639,922639,TRUE,"imputed",2020-12-01,0
"D",1.64153288397694,2020-12-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA,"Boston University",2020-12-01,NA,NA,"manual","(manual) Boston University, 2020-12-01",0.1,394817.821970887,394817.821970887,TRUE,"imputed",2020-12-01,0
"B",24,2020-11-25,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA,"VT",2020-11-25,5510,NA,"manual","(manual) VT, 2020-11-25",0,5510,120988.5,FALSE,"med",2020-11-01,1
"D",0,2020-11-25,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"VT",2020-11-25,5510,NA,"manual","(manual) VT, 2020-11-25",0,186990.652280048,186990.652280048,TRUE,"imputed",2020-11-01,0
"C",24,2020-11-25,"med","The public health impact of COVID-19 variants of concern on the effectiveness of contact tracing in Vermont, United States.%%%VT%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA,"VT",2020-11-25,5510,NA,"manual","(manual) VT, 2020-11-25",0,5510,120988.5,FALSE,"med",2020-11-01,1
"A",48.8847217479634,2020-11-15,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","contacts_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"WA",2020-11-15,NA,NA,"digital","(digital) WA, 2020-11-15",0.1,922639,922639,TRUE,"imputed",2020-11-01,0
"B",32.4103096854105,2020-11-15,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","contacts_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"WA",2020-11-15,NA,NA,"digital","(digital) WA, 2020-11-15",0.1,922639,922639,TRUE,"imputed",2020-11-01,0
"C",31.9504286703216,2020-11-15,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","contacts_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"WA",2020-11-15,NA,NA,"digital","(digital) WA, 2020-11-15",0.1,922639,922639,TRUE,"imputed",2020-11-01,0
"D",13.9545398963045,2020-11-15,"mean","Trading-off privacy and utility: the Washington State experience assessing the performance of a public health digital exposure notification system for  coronavirus disease 2019.%%%WA%%%digital","contacts_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"WA",2020-11-15,NA,NA,"digital","(digital) WA, 2020-11-15",0.1,394817.821970887,394817.821970887,TRUE,"imputed",2020-11-01,0
"B",60,2020-11-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-11-01,1859220,940591.810132163,"manual","(manual) 64 HD accross US and collonies, 2020-11-01",0,1859220,922639,FALSE,"mean",2020-11-01,1
"C",64.8,2020-11-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-11-01,1859220,940591.810132163,"manual","(manual) 64 HD accross US and collonies, 2020-11-01",0,1859220,922639,FALSE,"mean",2020-11-01,1
"D",31.2,2020-11-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_contacts_reached_from_named_mean_mean",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-11-01,1859220,940591.810132163,"manual","(manual) 64 HD accross US and collonies, 2020-11-01",0,940591.810132163,394817.821970887,FALSE,"mean",2020-11-01,1
"B",48,2020-11-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_positive_from_test_mean_median",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-11-01,1859220,940591.810132163,"manual","(manual) 64 HD accross US and collonies, 2020-11-01",0,1859220,120988.5,FALSE,"med",2020-11-01,1
"C",48,2020-11-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","hd_cases_reached_from_positive_mean_median",NA,"reported","outer_abs",NA,"64 HD accross US and collonies",2020-11-01,1859220,940591.810132163,"manual","(manual) 64 HD accross US and collonies, 2020-11-01",0,1859220,120988.5,FALSE,"med",2020-11-01,1
"A",72.5206400869208,2020-10-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"Alaska",2020-10-01,NA,NA,"manual","(manual) Alaska, 2020-10-01",0.1,922639,922639,TRUE,"imputed",2020-10-01,0
"B",48.0807974303182,2020-10-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"Alaska",2020-10-01,NA,NA,"manual","(manual) Alaska, 2020-10-01",0.1,922639,922639,TRUE,"imputed",2020-10-01,0
"C",47.398562482761,2020-10-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"Alaska",2020-10-01,NA,NA,"manual","(manual) Alaska, 2020-10-01",0.1,922639,922639,TRUE,"imputed",2020-10-01,0
"D",0,2020-10-01,"mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"reported","outer_abs",NA,"WA",2020-10-01,1639,1730,"manual","(manual) WA, 2020-10-01",0,1730,394817.821970887,FALSE,"mean",2020-10-01,1
"B",48,2020-10-01,"med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA,"WA",2020-10-01,1639,1730,"manual","(manual) WA, 2020-10-01",0,1639,120988.5,FALSE,"med",2020-10-01,1
"A",72,2020-10-01,"med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_test_from_sympt_med","no","reported","outer_abs",NA,"WA",2020-10-01,1639,1730,"manual","(manual) WA, 2020-10-01",0,1639,120988.5,FALSE,"med",2020-10-01,1
"D",72,2020-10-01,"med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"WA",2020-10-01,1639,1730,"manual","(manual) WA, 2020-10-01",0,1730,186990.652280048,FALSE,"med",2020-10-01,1
"C",24,2020-10-01,"med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA,"WA",2020-10-01,1639,1730,"manual","(manual) WA, 2020-10-01",0,1639,120988.5,FALSE,"med",2020-10-01,1
"C",7.02972553182092,2020-09-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA,"Boston University",2020-09-01,NA,NA,"manual","(manual) Boston University, 2020-09-01",0.1,922639,922639,TRUE,"imputed",2020-09-01,0
"D",3.07027446817908,2020-09-01,"mean","Assessment of a COVID-19 Control Plan on an Urban University Campus During a Second Wave of the Pandemic.%%%Boston University%%%manual","contacts_reached_from_positive_mean",NA,"inner","outer_abs",NA,"Boston University",2020-09-01,NA,NA,"manual","(manual) Boston University, 2020-09-01",0.1,394817.821970887,394817.821970887,TRUE,"imputed",2020-09-01,0
"D",0,2020-08-17,"med","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.%%%New York City communities with higher than average COVID-19 incidence rates%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"New York City ",2020-08-17,8878,5102,"manual","(manual) New York City , 2020-08-17",0,5102,186990.652280048,FALSE,"med",2020-08-01,1
"C",0,2020-08-17,"med","Integrating Contact Tracers Into Point-of-Care Testing Workflow to Accelerate the Tracing of People With Exposure to COVID-19, August-December 2020, New York City.%%%New York City communities with higher than average COVID-19 incidence rates%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA,"New York City ",2020-08-17,8878,5102,"manual","(manual) New York City , 2020-08-17",0,8878,120988.5,FALSE,"med",2020-08-01,1
"A",72.0026355148714,2020-08-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"Alaska",2020-08-01,NA,NA,"manual","(manual) Alaska, 2020-08-01",0.1,922639,922639,TRUE,"imputed",2020-08-01,0
"B",47.7373631629588,2020-08-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"Alaska",2020-08-01,NA,NA,"manual","(manual) Alaska, 2020-08-01",0.1,922639,922639,TRUE,"imputed",2020-08-01,0
"C",47.0600013221699,2020-08-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","cases_reached_from_exposure_mean",NA,"inner","outer_abs",NA,"Alaska",2020-08-01,NA,NA,"manual","(manual) Alaska, 2020-08-01",0.1,922639,922639,TRUE,"imputed",2020-08-01,0
"D",0,2020-08-01,"mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"reported","outer_abs",NA,"WA",2020-08-01,3000,2212,"manual","(manual) WA, 2020-08-01",0,2212,394817.821970887,FALSE,"mean",2020-08-01,1
"B",48,2020-08-01,"med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA,"WA",2020-08-01,3000,2212,"manual","(manual) WA, 2020-08-01",0,3000,120988.5,FALSE,"med",2020-08-01,1
"A",72,2020-08-01,"med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_test_from_sympt_med","no","reported","outer_abs",NA,"WA",2020-08-01,3000,2212,"manual","(manual) WA, 2020-08-01",0,3000,120988.5,FALSE,"med",2020-08-01,1
"C",48,2020-08-01,"med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA,"WA",2020-08-01,3000,2212,"manual","(manual) WA, 2020-08-01",0,3000,120988.5,FALSE,"med",2020-08-01,1
"A",64.8,2020-07-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","cases_test_from_sympt_mean","no","reported","outer_abs",NA,"King County",2020-07-01,42900,NA,"manual","(manual) King County, 2020-07-01",0,42900,922639,FALSE,"mean",2020-07-01,1
"B",41.0915309223446,2020-07-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","cases_reached_from_test_mean","no","inner","outer_abs",NA,"King County",2020-07-01,42900,NA,"manual","(manual) King County, 2020-07-01",0.1,42900,922639,FALSE,"mean",2020-07-01,1
"C",40.5084690776554,2020-07-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","cases_reached_from_test_mean","no","inner","outer_abs",NA,"King County",2020-07-01,42900,NA,"manual","(manual) King County, 2020-07-01",0.1,42900,922639,FALSE,"mean",2020-07-01,1
"D",72,2020-06-15,"med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"Randolph County",2020-06-15,584,552,"manual","(manual) Randolph County, 2020-06-15",0,552,186990.652280048,FALSE,"med",2020-06-01,1
"B",72,2020-06-15,"med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA,"Randolph County",2020-06-15,584,552,"manual","(manual) Randolph County, 2020-06-15",0,584,120988.5,FALSE,"med",2020-06-01,1
"D",48,2020-06-01,"med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"Mecklenburg",2020-06-01,5514,9815,"manual","(manual) Mecklenburg, 2020-06-01",0,9815,186990.652280048,FALSE,"med",2020-06-01,1
"B",48,2020-06-01,"med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA,"Mecklenburg",2020-06-01,5514,9815,"manual","(manual) Mecklenburg, 2020-06-01",0,5514,120988.5,FALSE,"med",2020-06-01,1
"C",48,2020-06-01,"med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA,"Mecklenburg",2020-06-01,5514,9815,"manual","(manual) Mecklenburg, 2020-06-01",0,5514,120988.5,FALSE,"med",2020-06-01,1
"D",5.76,2020-06-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","contacts_reached_from_named_med",NA,"reported","outer_abs",NA,"New York",2020-06-01,1421053,NA,"manual","(manual) New York, 2020-06-01",0,186990.652280048,186990.652280048,TRUE,"imputed",2020-06-01,0
"B",24,2020-06-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","cases_positive_from_test_med",NA,"reported","outer_abs",NA,"New York",2020-06-01,1421053,NA,"manual","(manual) New York, 2020-06-01",0,1421053,120988.5,FALSE,"med",2020-06-01,1
"C",48,2020-06-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","cases_reached_from_positive_med",NA,"reported","outer_abs",NA,"New York",2020-06-01,1421053,NA,"manual","(manual) New York, 2020-06-01",0,1421053,120988.5,FALSE,"med",2020-06-01,1
"D",4.8,2020-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"New York City",2020-06-01,711379,590364,"manual","(manual) New York City, 2020-06-01",0,590364,186990.652280048,FALSE,"med",2020-06-01,1
"A",50.4,2020-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","cases_test_from_sympt_med","no","reported","outer_abs",NA,"New York City",2020-06-01,711379,590364,"manual","(manual) New York City, 2020-06-01",0,711379,120988.5,FALSE,"med",2020-06-01,1
"B",31.4229354112047,2020-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","cases_reached_from_test_med","no","inner","outer_abs",NA,"New York City",2020-06-01,711379,590364,"manual","(manual) New York City, 2020-06-01",0.1,711379,120988.5,FALSE,"med",2020-06-01,1
"C",30.9770645887953,2020-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","cases_reached_from_test_med","no","inner","outer_abs",NA,"New York City",2020-06-01,711379,590364,"manual","(manual) New York City, 2020-06-01",0.1,711379,120988.5,FALSE,"med",2020-06-01,1
"B",67.656,2020-04-15,"mean","A Survey of County Health Departments of Kansas Regarding COVID-19.%%%Kansas%%%manual","cases_positive_from_test_mean",NA,"reported","outer_abs",NA,"Kansas",2020-04-15,NA,NA,"manual","(manual) Kansas, 2020-04-15",0,922639,922639,TRUE,"imputed",2020-04-01,0
"B",72,2020-04-15,"med","A Survey of County Health Departments of Kansas Regarding COVID-19.%%%Kansas%%%manual","cases_positive_from_test_med",NA,"reported","outer_abs",NA,"Kansas",2020-04-15,NA,NA,"manual","(manual) Kansas, 2020-04-15",0,120988.5,120988.5,TRUE,"imputed",2020-04-01,0
"B",48,2020-04-13,"med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA,"San Francisco",2020-04-13,1394,667.256697738294,"manual","(manual) San Francisco, 2020-04-13",0,1394,120988.5,FALSE,"med",2020-04-01,1
"C",96,2020-04-13,"med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA,"San Francisco",2020-04-13,1394,667.256697738294,"manual","(manual) San Francisco, 2020-04-13",0,1394,120988.5,FALSE,"med",2020-04-01,1
"A",72,2020-04-13,"med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","cases_test_from_sympt_med","no","reported","outer_abs",NA,"San Francisco",2020-04-13,1394,667.256697738294,"manual","(manual) San Francisco, 2020-04-13",0,1394,120988.5,FALSE,"med",2020-04-01,1
"D",96,2020-04-13,"med","Outcomes of Contact Tracing in San Francisco, California-Test and Trace During Shelter-in-Place.%%%San Francisco%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"San Francisco",2020-04-13,1394,667.256697738294,"manual","(manual) San Francisco, 2020-04-13",0,667.256697738294,186990.652280048,FALSE,"med",2020-04-01,1
"D",24,2020-04-04,"med","Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.%%%New Haven%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA,"New Haven",2020-04-04,826,687,"manual","(manual) New Haven, 2020-04-04",0,687,186990.652280048,FALSE,"med",2020-04-01,1
"B",54.385849750162,2020-04-04,"med","Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.%%%New Haven%%%manual","cases_reached_from_test_med","no","inner","outer_abs",NA,"New Haven",2020-04-04,826,687,"manual","(manual) New Haven, 2020-04-04",0.1,826,120988.5,FALSE,"med",2020-04-01,1
"C",53.614150249838,2020-04-04,"med","Lessons Learned From COVID-19 Contact Tracing During a Public Health Emergency: A Prospective Implementation Study.%%%New Haven%%%manual","cases_reached_from_test_med","no","inner","outer_abs",NA,"New Haven",2020-04-04,826,687,"manual","(manual) New Haven, 2020-04-04",0.1,826,120988.5,FALSE,"med",2020-04-01,1
