"param_name","periods","param_value","pm_start_date","metric","source","hd_summary","impt_type","df_type","pm_location","date","cases_interviewed","contacts_interviewed","digital","comb_loc_date","impt_type_alpha","count","impt_median","impt_count","metric_color","month_year","incl"
"cases_reached_from_positive_med","C",48,2021-06-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-06-01,5369.81523649106,NA,"manual","(manual) New York, 2021-06-01",0,5369.81523649106,6090.02494734038,FALSE,"med",2021-06-01,1
"contacts_reached_from_named_med","D",5.76,2021-06-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-06-01,5369.81523649106,NA,"manual","(manual) New York, 2021-06-01",0,5037.19503453868,5037.19503453868,TRUE,"imputed",2021-06-01,0
"contacts_reached_from_named_med","D",4.8,2021-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-06-01,3710.24240277263,3079.08097634378,"manual","(manual) New York City, 2021-06-01",0,3079.08097634378,5037.19503453868,FALSE,"med",2021-06-01,1
"cases_test_from_sympt_med","A",50.4,2021-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-06-01,3710.24240277263,3079.08097634378,"manual","(manual) New York City, 2021-06-01",0,3710.24240277263,6090.02494734038,FALSE,"med",2021-06-01,1
"cases_reached_from_test_med","B",31.4229354112047,2021-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-06-01,3710.24240277263,3079.08097634378,"manual","(manual) New York City, 2021-06-01",0.1,3710.24240277263,6090.02494734038,FALSE,"med",2021-06-01,1
"cases_reached_from_test_med","C",30.9770645887953,2021-06-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-06-01,3710.24240277263,3079.08097634378,"manual","(manual) New York City, 2021-06-01",0.1,3710.24240277263,6090.02494734038,FALSE,"med",2021-06-01,1
"cases_reached_from_exposure_mean","A",81.2976080657692,2021-06-01,"mean","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.%%%Philadelphia%%%manual","no","inner","outer_abs","Philadelphia",2021-06-01,105.501645017271,29.3688375000789,"manual","(manual) Philadelphia, 2021-06-01",0.1,105.501645017271,3675.29481015143,FALSE,"mean",2021-06-01,1
"cases_reached_from_exposure_mean","B",55.7467005066538,2021-06-01,"mean","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.%%%Philadelphia%%%manual","no","inner","outer_abs","Philadelphia",2021-06-01,105.501645017271,29.3688375000789,"manual","(manual) Philadelphia, 2021-06-01",0.1,105.501645017271,3675.29481015143,FALSE,"mean",2021-06-01,1
"cases_reached_from_exposure_mean","C",54.9556914275769,2021-06-01,"mean","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.%%%Philadelphia%%%manual","no","inner","outer_abs","Philadelphia",2021-06-01,105.501645017271,29.3688375000789,"manual","(manual) Philadelphia, 2021-06-01",0.1,105.501645017271,3675.29481015143,FALSE,"mean",2021-06-01,1
"contacts_reached_from_named_med","D",24,2021-06-01,"med","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.%%%Philadelphia%%%manual","no","reported","outer_abs","Philadelphia",2021-06-01,105.501645017271,29.3688375000789,"manual","(manual) Philadelphia, 2021-06-01",0,29.3688375000789,5037.19503453868,FALSE,"med",2021-06-01,1
"cases_reached_from_test_med","B",36.2572331667746,2021-06-01,"med","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.%%%Philadelphia%%%manual","no","inner","outer_abs","Philadelphia",2021-06-01,105.501645017271,29.3688375000789,"manual","(manual) Philadelphia, 2021-06-01",0.1,105.501645017271,6090.02494734038,FALSE,"med",2021-06-01,1
"cases_reached_from_test_med","C",35.7427668332254,2021-06-01,"med","Adapting COVID-19 Contact Tracing Protocols to Accommodate Resource Constraints, Philadelphia, Pennsylvania, USA, 2021.%%%Philadelphia%%%manual","no","inner","outer_abs","Philadelphia",2021-06-01,105.501645017271,29.3688375000789,"manual","(manual) Philadelphia, 2021-06-01",0.1,105.501645017271,6090.02494734038,FALSE,"med",2021-06-01,1
"hd_cases_positive_from_test_mean_mean","B",38.4,2021-05-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-05-01,615707,427278.882270284,"manual","(manual) 64 HD accross US and collonies, 2021-05-01",0,615707,3675.29481015143,FALSE,"mean",2021-05-01,1
"hd_cases_reached_from_positive_mean_mean","C",26.4,2021-05-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-05-01,615707,427278.882270284,"manual","(manual) 64 HD accross US and collonies, 2021-05-01",0,615707,3675.29481015143,FALSE,"mean",2021-05-01,1
"hd_cases_positive_from_test_mean_median","B",24,2021-05-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-05-01,615707,427278.882270284,"manual","(manual) 64 HD accross US and collonies, 2021-05-01",0,615707,6090.02494734038,FALSE,"med",2021-05-01,1
"hd_cases_reached_from_positive_mean_median","C",24,2021-05-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-05-01,615707,427278.882270284,"manual","(manual) 64 HD accross US and collonies, 2021-05-01",0,615707,6090.02494734038,FALSE,"med",2021-05-01,1
"contacts_reached_from_test_mean","B",40.3326758643649,2021-05-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-05-01,1346.49134625687,1561.12584885167,"digital","(digital) California, 2021-05-01",0.1,1346.49134625687,3675.29481015143,FALSE,"mean",2021-05-01,1
"contacts_reached_from_test_mean","C",39.7603816747137,2021-05-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-05-01,1346.49134625687,1561.12584885167,"digital","(digital) California, 2021-05-01",0.1,1346.49134625687,3675.29481015143,FALSE,"mean",2021-05-01,1
"contacts_reached_from_test_mean","D",32.7069424609214,2021-05-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-05-01,1346.49134625687,1561.12584885167,"digital","(digital) California, 2021-05-01",0.1,1561.12584885167,31158.8857430156,FALSE,"mean",2021-05-01,1
"contacts_reached_from_test_mean","B",60.0699427767136,2021-05-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-05-01,NA,NA,"manual","(manual) California, 2021-05-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-05-01,0
"contacts_reached_from_test_mean","C",59.2175897282971,2021-05-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-05-01,NA,NA,"manual","(manual) California, 2021-05-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-05-01,0
"contacts_reached_from_test_mean","D",48.7124674949893,2021-05-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-05-01,NA,NA,"manual","(manual) California, 2021-05-01",0.1,31158.8857430156,31158.8857430156,TRUE,"imputed",2021-05-01,0
"cases_test_from_sympt_mean","A",64.8,2021-05-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","reported","outer_abs","King County",2021-05-01,3425.31811253118,NA,"manual","(manual) King County, 2021-05-01",0,3425.31811253118,3675.29481015143,FALSE,"mean",2021-05-01,1
"cases_reached_from_test_mean","B",41.0915309223446,2021-05-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2021-05-01,3425.31811253118,NA,"manual","(manual) King County, 2021-05-01",0.1,3425.31811253118,3675.29481015143,FALSE,"mean",2021-05-01,1
"cases_reached_from_test_mean","C",40.5084690776554,2021-05-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2021-05-01,3425.31811253118,NA,"manual","(manual) King County, 2021-05-01",0.1,3425.31811253118,3675.29481015143,FALSE,"mean",2021-05-01,1
"cases_reached_from_positive_med","C",35.3,2021-05-01,"med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","no","reported","outer_abs","Members of large CA health care plan",2021-05-01,174.238424140106,NA,"manual","(manual) Members of large CA health care plan, 2021-05-01",0,174.238424140106,6090.02494734038,FALSE,"med",2021-05-01,1
"cases_positive_from_test_med","B",24,2021-05-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-05-01,26592.5268371115,NA,"manual","(manual) New York, 2021-05-01",0,26592.5268371115,6090.02494734038,FALSE,"med",2021-05-01,1
"cases_reached_from_positive_med","C",48,2021-05-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-05-01,26592.5268371115,NA,"manual","(manual) New York, 2021-05-01",0,26592.5268371115,6090.02494734038,FALSE,"med",2021-05-01,1
"contacts_reached_from_named_med","D",5.76,2021-05-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-05-01,26592.5268371115,NA,"manual","(manual) New York, 2021-05-01",0,5037.19503453868,5037.19503453868,TRUE,"imputed",2021-05-01,0
"contacts_reached_from_named_med","D",4.8,2021-05-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-05-01,18373.9507455369,15248.2981054236,"manual","(manual) New York City, 2021-05-01",0,15248.2981054236,5037.19503453868,FALSE,"med",2021-05-01,1
"cases_test_from_sympt_med","A",50.4,2021-05-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-05-01,18373.9507455369,15248.2981054236,"manual","(manual) New York City, 2021-05-01",0,18373.9507455369,6090.02494734038,FALSE,"med",2021-05-01,1
"cases_reached_from_test_med","B",31.4229354112047,2021-05-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-05-01,18373.9507455369,15248.2981054236,"manual","(manual) New York City, 2021-05-01",0.1,18373.9507455369,6090.02494734038,FALSE,"med",2021-05-01,1
"cases_reached_from_test_med","C",30.9770645887953,2021-05-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-05-01,18373.9507455369,15248.2981054236,"manual","(manual) New York City, 2021-05-01",0.1,18373.9507455369,6090.02494734038,FALSE,"med",2021-05-01,1
"hd_cases_positive_from_test_mean_mean","B",38.4,2021-04-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-04-01,1138136,672360.206401409,"manual","(manual) 64 HD accross US and collonies, 2021-04-01",0,1138136,3675.29481015143,FALSE,"mean",2021-04-01,1
"hd_cases_reached_from_positive_mean_mean","C",31.2,2021-04-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-04-01,1138136,672360.206401409,"manual","(manual) 64 HD accross US and collonies, 2021-04-01",0,1138136,3675.29481015143,FALSE,"mean",2021-04-01,1
"hd_cases_positive_from_test_mean_median","B",24,2021-04-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-04-01,1138136,672360.206401409,"manual","(manual) 64 HD accross US and collonies, 2021-04-01",0,1138136,6090.02494734038,FALSE,"med",2021-04-01,1
"hd_cases_reached_from_positive_mean_median","C",24,2021-04-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-04-01,1138136,672360.206401409,"manual","(manual) 64 HD accross US and collonies, 2021-04-01",0,1138136,6090.02494734038,FALSE,"med",2021-04-01,1
"contacts_reached_from_test_mean","B",40.3326758643649,2021-04-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-04-01,2136.78545004567,2477.39505254874,"digital","(digital) California, 2021-04-01",0.1,2136.78545004567,3675.29481015143,FALSE,"mean",2021-04-01,1
"contacts_reached_from_test_mean","C",39.7603816747137,2021-04-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-04-01,2136.78545004567,2477.39505254874,"digital","(digital) California, 2021-04-01",0.1,2136.78545004567,3675.29481015143,FALSE,"mean",2021-04-01,1
"contacts_reached_from_test_mean","D",32.7069424609214,2021-04-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-04-01,2136.78545004567,2477.39505254874,"digital","(digital) California, 2021-04-01",0.1,2477.39505254874,31158.8857430156,FALSE,"mean",2021-04-01,1
"contacts_reached_from_test_mean","B",60.0699427767136,2021-04-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-04-01,NA,NA,"manual","(manual) California, 2021-04-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-04-01,0
"contacts_reached_from_test_mean","C",59.2175897282971,2021-04-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-04-01,NA,NA,"manual","(manual) California, 2021-04-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-04-01,0
"contacts_reached_from_test_mean","D",48.7124674949893,2021-04-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-04-01,NA,NA,"manual","(manual) California, 2021-04-01",0.1,31158.8857430156,31158.8857430156,TRUE,"imputed",2021-04-01,0
"contacts_reached_from_named_med","D",0,2021-04-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","reported","outer_abs","Chicago",2021-04-01,4657.17754507543,2498.49479994905,"manual","(manual) Chicago, 2021-04-01",0,2498.49479994905,5037.19503453868,FALSE,"med",2021-04-01,1
"cases_reached_from_test_med","B",48.3429775556995,2021-04-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2021-04-01,4657.17754507543,2498.49479994905,"manual","(manual) Chicago, 2021-04-01",0.1,4657.17754507543,6090.02494734038,FALSE,"med",2021-04-01,1
"cases_reached_from_test_med","C",47.6570224443005,2021-04-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2021-04-01,4657.17754507543,2498.49479994905,"manual","(manual) Chicago, 2021-04-01",0.1,4657.17754507543,6090.02494734038,FALSE,"med",2021-04-01,1
"cases_test_from_sympt_mean","A",64.8,2021-04-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","reported","outer_abs","King County",2021-04-01,3925.27150777168,NA,"manual","(manual) King County, 2021-04-01",0,3925.27150777168,3675.29481015143,FALSE,"mean",2021-04-01,1
"cases_reached_from_test_mean","B",41.0915309223446,2021-04-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2021-04-01,3925.27150777168,NA,"manual","(manual) King County, 2021-04-01",0.1,3925.27150777168,3675.29481015143,FALSE,"mean",2021-04-01,1
"cases_reached_from_test_mean","C",40.5084690776554,2021-04-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2021-04-01,3925.27150777168,NA,"manual","(manual) King County, 2021-04-01",0.1,3925.27150777168,3675.29481015143,FALSE,"mean",2021-04-01,1
"cases_reached_from_positive_med","C",35.3,2021-04-01,"med","Factors Influencing the Results of COVID-19 Case Outreach-Results From a California Case Investigation/Contact Tracing Program.%%%Members of large CA health care plan%%%manual","no","reported","outer_abs","Members of large CA health care plan",2021-04-01,276.503915585091,NA,"manual","(manual) Members of large CA health care plan, 2021-04-01",0,276.503915585091,6090.02494734038,FALSE,"med",2021-04-01,1
"cases_positive_from_test_med","B",24,2021-04-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-04-01,74428.7293522734,NA,"manual","(manual) New York, 2021-04-01",0,74428.7293522734,6090.02494734038,FALSE,"med",2021-04-01,1
"cases_reached_from_positive_med","C",48,2021-04-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-04-01,74428.7293522734,NA,"manual","(manual) New York, 2021-04-01",0,74428.7293522734,6090.02494734038,FALSE,"med",2021-04-01,1
"contacts_reached_from_named_med","D",5.76,2021-04-01,"med","Lessons Learned from the Launch and Implementation of the COVID-19 Contact Tracing Program in New York City: a Qualitative Study.%%%New York%%%manual","no","reported","outer_abs","New York",2021-04-01,74428.7293522734,NA,"manual","(manual) New York, 2021-04-01",0,5037.19503453868,5037.19503453868,TRUE,"imputed",2021-04-01,0
"contacts_reached_from_named_med","D",4.8,2021-04-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-04-01,51426.0948404147,42677.8342548298,"manual","(manual) New York City, 2021-04-01",0,42677.8342548298,5037.19503453868,FALSE,"med",2021-04-01,1
"cases_test_from_sympt_med","A",50.4,2021-04-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","reported","outer_abs","New York City",2021-04-01,51426.0948404147,42677.8342548298,"manual","(manual) New York City, 2021-04-01",0,51426.0948404147,6090.02494734038,FALSE,"med",2021-04-01,1
"cases_reached_from_test_med","B",31.4229354112047,2021-04-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-04-01,51426.0948404147,42677.8342548298,"manual","(manual) New York City, 2021-04-01",0.1,51426.0948404147,6090.02494734038,FALSE,"med",2021-04-01,1
"cases_reached_from_test_med","C",30.9770645887953,2021-04-01,"med","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.%%%New York City%%%manual","no","inner","outer_abs","New York City",2021-04-01,51426.0948404147,42677.8342548298,"manual","(manual) New York City, 2021-04-01",0.1,51426.0948404147,6090.02494734038,FALSE,"med",2021-04-01,1
"hd_cases_positive_from_test_mean_mean","B",38.4,2021-03-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-03-01,948154,559943.933565938,"manual","(manual) 64 HD accross US and collonies, 2021-03-01",0,948154,3675.29481015143,FALSE,"mean",2021-03-01,1
"hd_cases_reached_from_positive_mean_mean","C",26.4,2021-03-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-03-01,948154,559943.933565938,"manual","(manual) 64 HD accross US and collonies, 2021-03-01",0,948154,3675.29481015143,FALSE,"mean",2021-03-01,1
"hd_contacts_reached_from_named_mean_mean","D",24,2021-03-01,"mean","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-03-01,948154,559943.933565938,"manual","(manual) 64 HD accross US and collonies, 2021-03-01",0,559943.933565938,31158.8857430156,FALSE,"mean",2021-03-01,1
"hd_cases_positive_from_test_mean_median","B",24,2021-03-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-03-01,948154,559943.933565938,"manual","(manual) 64 HD accross US and collonies, 2021-03-01",0,948154,6090.02494734038,FALSE,"med",2021-03-01,1
"hd_cases_reached_from_positive_mean_median","C",24,2021-03-01,"med","Case Investigation and Contact Tracing Efforts From Health Departments in the United States, November 2020 to December 2021.%%%64 HD accross US and collonies%%%manual","yes","reported","outer_abs","64 HD accross US and collonies",2021-03-01,948154,559943.933565938,"manual","(manual) 64 HD accross US and collonies, 2021-03-01",0,948154,6090.02494734038,FALSE,"med",2021-03-01,1
"cases_reached_from_exposure_mean","A",73.1678472591923,2021-03-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","no","inner","outer_abs","Alaska",2021-03-01,NA,NA,"manual","(manual) Alaska, 2021-03-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-03-01,0
"cases_reached_from_exposure_mean","B",50.1720304559885,2021-03-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","no","inner","outer_abs","Alaska",2021-03-01,NA,NA,"manual","(manual) Alaska, 2021-03-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-03-01,0
"cases_reached_from_exposure_mean","C",49.4601222848192,2021-03-01,"mean","Application of COVIDTracer to Inform Public Health Workforce Planning in Alaska During the COVID-19 Pandemic.%%%Alaska%%%manual","no","inner","outer_abs","Alaska",2021-03-01,NA,NA,"manual","(manual) Alaska, 2021-03-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-03-01,0
"contacts_reached_from_test_mean","B",40.3326758643649,2021-03-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-03-01,2904.62009124095,3367.62469223113,"digital","(digital) California, 2021-03-01",0.1,2904.62009124095,3675.29481015143,FALSE,"mean",2021-03-01,1
"contacts_reached_from_test_mean","C",39.7603816747137,2021-03-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-03-01,2904.62009124095,3367.62469223113,"digital","(digital) California, 2021-03-01",0.1,2904.62009124095,3675.29481015143,FALSE,"mean",2021-03-01,1
"contacts_reached_from_test_mean","D",32.7069424609214,2021-03-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%digital","no","inner","outer_abs","California",2021-03-01,2904.62009124095,3367.62469223113,"digital","(digital) California, 2021-03-01",0.1,3367.62469223113,31158.8857430156,FALSE,"mean",2021-03-01,1
"contacts_reached_from_test_mean","B",60.0699427767136,2021-03-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-03-01,NA,NA,"manual","(manual) California, 2021-03-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-03-01,0
"contacts_reached_from_test_mean","C",59.2175897282971,2021-03-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-03-01,NA,NA,"manual","(manual) California, 2021-03-01",0.1,3675.29481015143,3675.29481015143,TRUE,"imputed",2021-03-01,0
"contacts_reached_from_test_mean","D",48.7124674949893,2021-03-01,"mean","Defining Key Performance Indicators for the California COVID-19 Exposure Notification System (CA Notify).%%%California%%%manual","no","inner","outer_abs","California",2021-03-01,NA,NA,"manual","(manual) California, 2021-03-01",0.1,31158.8857430156,31158.8857430156,TRUE,"imputed",2021-03-01,0
"contacts_reached_from_named_med","D",0,2021-03-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","reported","outer_abs","Chicago",2021-03-01,3715.15042272992,1993.11362351527,"manual","(manual) Chicago, 2021-03-01",0,1993.11362351527,5037.19503453868,FALSE,"med",2021-03-01,1
"cases_reached_from_test_med","B",48.3429775556995,2021-03-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2021-03-01,3715.15042272992,1993.11362351527,"manual","(manual) Chicago, 2021-03-01",0.1,3715.15042272992,6090.02494734038,FALSE,"med",2021-03-01,1
"cases_reached_from_test_med","C",47.6570224443005,2021-03-01,"med","Unified Response to COVID-19 Case Investigation and Contact Tracing, Chicago, December 2020-April 2021.%%%Chicago%%%manual","no","inner","outer_abs","Chicago",2021-03-01,3715.15042272992,1993.11362351527,"manual","(manual) Chicago, 2021-03-01",0.1,3715.15042272992,6090.02494734038,FALSE,"med",2021-03-01,1
"cases_test_from_sympt_mean","A",64.8,2021-03-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","reported","outer_abs","King County",2021-03-01,2541.19139271981,NA,"manual","(manual) King County, 2021-03-01",0,2541.19139271981,3675.29481015143,FALSE,"mean",2021-03-01,1
"cases_reached_from_test_mean","B",41.0915309223446,2021-03-01,"mean","A Multifaceted Evaluation of a COVID-19 Contact Tracing Program in King County, Washington.%%%King County%%%manual","no","inner","outer_abs","King County",2021-03-01,2541.19139271981,NA,"manual","(manual) King County, 2021-03-01",0.1,2541.19139271981,3675.29481015143,FALSE,"mean",2021-03-01,1
